Discipline,Titel,Beschrijving,Publicatiedatum,Publicatietijd
brandweer,"p 1 blb-04 br woning schoorsteen n292 - maaseikerweg,4 weert 234451 234531",Woningbrand op Maaseikerweg in Weert,2024-01-02,21:11:37
brandweer,p 2 stormschade achter raadhoven maarssen 093931,Stormschade op Achter Raadhoven in Maarssen,2024-01-02,21:11:33
politie,2 stormschade willemsbrug rotterdam icnum 4449,Politie naar Rotterdam,2024-01-02,21:22:31
politie,3 stormschade rottekade bergschenhoek icnum 4712,Politie naar Rottekade in Bergschenhoek,2024-01-02,21:20:22
politie,graag contact oc oost nederland 838,Geen beschrijving beschikbaar,2024-01-02,21:16:02
trauma,a1 dia 13991 volgerweg zuidoostbeemster 668 regio 11,Traumaheli naar Volgerweg in Zuidoostbeemster,2024-01-02,21:21:15
brandweer,p 2 bnh-02 oms brandmelding zorgcentrum de cameren lage weide limmen 104331,Geen beschrijving beschikbaar,2024-01-02,21:35:27
brandweer,p 2 bdh-04 stormschade prins johan willem frisolaan leidschendam 159633,Geen beschrijving beschikbaar,2024-01-02,21:35:26
brandweer,p 2 bnh-12 stormschade albert heijn kerkweg heemskerk 122150,Geen beschrijving beschikbaar,2024-01-02,21:35:10
brandweer,"p 1 3238 ongeval water a16 re 57,2 prinsenbeek",Waterongeval op A16 in Prinsenbeek,2024-01-02,21:34:57
brandweer,p 2 brt-03 stormschade rottekade bergschenhoek 170731,Stormschade op Rottekade in Bergschenhoek,2024-01-02,21:34:08
brandweer,"p 1 bzb-10 voertuig te water a16 li 57,2 prinsenbeek 203111",Geen beschrijving beschikbaar,2024-01-02,21:33:42
brandweer,p 2 stormschade slotlaan dorpsstraat utrecht 094931,Geen beschrijving beschikbaar,2024-01-02,21:33:41
brandweer,p 2 bdh-17 stormschade lippe-biesterfeldweg 's-gravenhage 159638,Stormschade op Lippe-Biesterfeldweg in Den Haag,2024-01-02,21:33:41
brandweer,p 2 bdh-15 stormschade karel doormanlaan gouderak 163631,Geen beschrijving beschikbaar,2024-01-02,21:33:25
brandweer,"p 1 3235 letsel a16 li 56,5 prinsenbeek",Geen beschrijving beschikbaar,2024-01-02,21:33:14
brandweer,"p 1 3235 letsel a16 li 56,",Geen beschrijving beschikbaar,2024-01-02,21:33:14
brandweer,p 2 bdh-13 stormschade rooseveltlaan delft 155530,Stormschade op Rooseveltlaan in Delft,2024-01-02,21:33:13
brandweer,"p 1 3241 letsel a16 li 56,9 prinsenbeek",Ongeval met letsel op A16 in Prinsenbeek,2024-01-02,21:32:25
brandweer,p 2 bad-01 stormschade pieter cornelisz. hooftstraat amsterdam 133231,Stormschade op Pieter Cornelisz. Hooftstraat in Amsterdam,2024-01-02,21:32:18
brandweer,p 2 bnh-12 stormschade albert heijn kerkweg heemskerk 122130,Stormschade op Kerkweg in Heemskerk,2024-01-02,21:31:52
brandweer,"p 2 bnh-10 storwchade n244 - zuiddijk,3 zuidschermer 104731",Brandweer met gepaste spoed naar Zuiddijk in Zuidschermer,2024-01-02,21:31:24
brandweer,"p 2 bnh-10 stormschade n244 - zuiddijk,3 zuidschermer 104731",Stormschade op Zuiddijk in Zuidschermer,2024-01-02,21:31:24
brandweer,p 2 bnh-12 stormschade zuid schalkwijkerweg haarlem 123130,Stormschade op Zuid Schalkwijkerweg in Haarlem,2024-01-02,21:30:48
brandweer,graag telefonisch contact rac,Geen beschrijving beschikbaar,2024-01-02,21:30:31
brandweer,p 2 bon-02 stormschade koningsweg arnhem 073631,Geen beschrijving beschikbaar,2024-01-02,21:30:27
brandweer,"p 1 3236 letsel a16 li 57,0 prinsenbeek",Ongeval met letsel op A16 in Prinsenbeek,2024-01-02,21:30:11
brandweer,p 2 bnh-12 stormschade bellatrixstraat ijmuiden 122540,Stormschade op Bellatrixstraat in Ijmuiden,2024-01-02,21:30:08
brandweer,p 2 bzb-01 stormschade basisschool j.w. van den doel kabbelaarsbank zierikzee 192879,Stormschade op Kabbelaarsbank in Zierikzee,2024-01-02,21:29:59
brandweer,"p 1 bzb-10 voertuig te water a16 re 57,2 prinsenbeek 203093 205405 205434 186611 186651 203132",Voertuig te water op A16 in Prinsenbeek,2024-01-02,21:29:56
brandweer,"p 1 3238 ongeval water a16 re 57,2 xpansenbeek",Geen beschrijving beschikbaar,2024-01-02,21:29:32
brandweer,"p 2 bon-08 stormschade n233 - n233,1 kesteren 088331",Stormschade op N233 in Kesteren,2024-01-02,21:29:03
brandweer,p 2 bon-04 stormschade meerdijk acquoy 086331,Stormschade op Meerdijk in Acquoy,2024-01-02,21:28:27
brandweer,p 2 bdh-10 stormschade bellesteynlaan wassenaar 159632,Stormschade op Bellesteynlaan in Wassenaar,2024-01-02,21:28:18
brandweer,p 2 bdh-03 stormschade biezen boskoop 163152,Stormschade op Biezen in Boskoop,2024-01-02,21:27:31
brandweer,p 2 stormschade dak achter raadhoven maarssen 093952,Stormschade op Achter Raadhoven in Maarssen,2024-01-02,21:27:23
brandweer,p 2 stormschade diefdijk leerdam 096831,Stormschade op Diefdijk in Leerdam,2024-01-02,21:26:31
brandweer,p 2 bdh-09 stormschade vrouwenweg leiden 164230,Stormschade op Vrouwenweg in Leiden,2024-01-02,21:25:45
brandweer,p 2 bdh-11 stormschade doeslaan leiderdorp 162238,Stormschade op Doeslaan in Leiderdorp,2024-01-02,21:25:45
politie,5 prinsenbeek,Politie naar Prinsenbeek,2024-01-02,21:33:14
trauma,"a1 ambu 17902 a16 re 57,2 prinsenbeek prinsb bon 1116",Traumaheli naar A16 in Breda,2024-01-02,21:34:57
brandweer,p 2 bdh-07 stormschade van lierdreef voorschoten 164430,Geen beschrijving beschikbaar,2024-01-02,21:45:59
brandweer,p 2 bdh-19 stormschade esso stad in willem de zwijgerlaan leiden 164130,Stormschade op Willem de Zwijgerlaan in Leiden,2024-01-02,21:45:05
brandweer,p 2 bdh-12 stormschade sportlaan pijnacker 155430,Stormschade op Sportlaan in Pijnacker,2024-01-02,21:45:01
brandweer,p 2 bad-06 stormschade p. hans frankfurthersingel amsterdam 132531,Stormschade op P. Hans Frankfurthersingel in Amsterdam,2024-01-02,21:44:50
brandweer,p 2 blb-06 stormschade john f kennedybrug maastricht 243451 244031,Stormschade in Maastricht,2024-01-02,21:44:41
brandweer,p 2 brt-04 stormschade schaduwrijk puttershoek 186031,Stormschade op Schaduwrijk in Puttershoek,2024-01-02,21:44:07
brandweer,p 1 bad-03 stormschade nieuwe utrechtseweg amsterdam 133531,Stormschade op Nieuwe Utrechtseweg in Amsterdam,2024-01-02,21:43:13
brandweer,p 2 bzb-11 stormschade brouwenaarstraat vlissingen 194431,Stormschade op Brouwenaarstraat in Vlissingen,2024-01-02,21:42:14
brandweer,p 2 bzb-08 stormschade schansdijk zevenbergen 201139,Stormschade op Schansdijk in Zevenbergen,2024-01-02,21:42:01
brandweer,p 2 blb-05 br container raadhuisstraat brunssum 244241,Geen beschrijving beschikbaar,2024-01-02,21:41:34
brandweer,p 2 bon-03 hv overig gaslekkage buiten ovd-b goudwerf bronswerf beuningen gld 084231 089092,Gaslek op Goudwerf in Beuningen,2024-01-02,21:41:34
brandweer,p 2 stormschade bp de haan lopik oost n210 - m a reinaldaweg lopik 092431,Stormschade op M A Reinaldaweg in Lopik,2024-01-02,21:41:22
brandweer,"p 2 blb-03 stormschade a2 re - kp kerensheide 241,6 e stein 244631",Stormschade op A2 in Stein,2024-01-02,21:40:59
brandweer,p 2 brt-11 stormschade oud-cromstrijensedijk wz klaaswaal 185431,Stormschade op Oud-Cromstrijensedijk WZ in Klaaswaal,2024-01-02,21:40:07
brandweer,p 2 bdh-07 stormschade j.p. heyestraat gouda 163130,Stormschade op J.P.Heyestraat in Gouda,2024-01-02,21:40:02
brandweer,p 2 stormschade achterzeedijk barendrecht 173631,Geen beschrijving beschikbaar,2024-01-02,21:40:01
brandweer,sms/app 173731,Brandweer met spoed,2024-01-02,21:39:59
brandweer,p 2 brt-01 stormschade lyceumlaan vlaardingen 179231,Stormschade op Lyceumlaan in Vlaardingen,2024-01-02,21:39:50
brandweer,p 2 bdh-06 stormschade bachmanstraat 's-gravenhage 159631,Stormschade op Bachmanstraat in Den Haag,2024-01-02,21:39:31
brandweer,p 2 brt-10 stormschade van ballegooijsingel rotterdam 170551,Stormschade op Van Ballegooijsingel in Rotterdam,2024-01-02,21:39:20
brandweer,p 2 bad-05 stormschade c. van eesterenlaan amsterdam 133431,Stormschade op C. van Eesterenlaan in Amsterdam,2024-01-02,21:38:59
brandweer,p 2 co-melder amsterdamsestraatweg utrecht 094531,Brandweer met gepaste spoed naar Amsterdamsestraatweg in Utrecht,2024-01-02,21:38:48
brandweer,p 2 bdh-16 stormschade arnhemsestraat 's-gravenhage 157150,Stormschade op Arnhemsestraat in Den Haag,2024-01-02,21:37:18
brandweer,p 2 bad-02 stormschade kanaaldijk diemen 134271,Stormschade in Diemen,2024-01-02,21:37:07
brandweer,"p 1 3248 letsel a58 re 45,1 tilburg",Ongeval met letsel op A58 in Tilburg,2024-01-02,21:36:54
brandweer,p 2 bnh-12 stormschade thorbeckestraat hogeweg zandvoort 123340,Stormschade op Thorbeckestraat in Zandvoort,2024-01-02,21:36:42
brandweer,p 2 stormschade sportcentrum laco lange blokweg zierikzee 192859,Stormschade op Lange Blokweg in Zierikzee,2024-01-02,21:36:35
brandweer,p 2 bad-04 stormschade van heuven goedhartlaan amstelveen 135132,Stormschade op Van Heuven Goedhartlaan in Amstelveen,2024-01-02,21:36:11
brandweer,p 1 bdh-18 stank/hind. lucht gaslucht bachstraat lisse 169191 161130,Gaslucht op Bachstraat in Lisse,2024-01-02,21:35:48
brandweer,p 2 bzb-03 stormschade merwedelaan terneuzen 196630,Stormschade op Merwedelaan in Terneuzen,2024-01-02,21:35:46
brandweer,p 2 bnh-11 stormschade industrieweg wormerveer 118051 118036,Stormschade op Industrieweg in Wormerveer,2024-01-02,21:57:37
brandweer,"p 1 blb-08 ongeval wegvervoer zware thv auto n277 - middenpeelweg 54,9 koningslust 232679 232671 233291",Geen beschrijving beschikbaar,2024-01-02,21:57:18
brandweer,p 2 bnh-12 stormschade jhr. p.n. quarles van uffordlaan zandvoort 123340,Stormschade in Zandvoort,2024-01-02,21:57:01
brandweer,p 2 stormschade schoorsteen lyceumlaan zeist 096631,Stormschade op Lyceumlaan in Zeist,2024-01-02,21:56:37
brandweer,p 2 bnn-02 br buiten linnaeuslaan nieuw-buinen 012633,Geen beschrijving beschikbaar,2024-01-02,21:56:07
brandweer,"p 1 blb-08 ongeval wegvervoer auto n277 - middenpeelweg 54,9 koningslust 232931",Ongeval op N277 in Koningslust,2024-01-02,21:55:59
brandweer,p 2 bdh-02 stormschade middelweg ter aar 162132,Stormschade op Middelweg in Ter Aar,2024-01-02,21:55:46
brandweer,graag aardammerbrug vrij houden.,Brandweer,2024-01-02,21:55:44
brandweer,p 2 bnh-12 stormschade baan haarlem 123130,Stormschade op Baan in Haarlem,2024-01-02,21:55:41
brandweer,p 2 bon-01 stormschade westkanaalweg zoelen 087231,Stormschade in Zoelen,2024-01-02,21:54:59
brandweer,p 2 bmd-09 stormschade albertus perkstraat hilversum 147163 142131,Stormschade op Albertus Perkstraat in Hilversum,2024-01-02,21:54:58
brandweer,p 2 bdh-02 stormschade vermeerstraat alphen aan den rijn 162233,Brandweer met gepaste spoed voor Stormschade,2024-01-02,21:54:46
brandweer,p 2 bad-03 vervuild wegdek lange stammerdijk amsterdam 134331,Vervuild wegdek op Lange Stammerdijk in Amsterdam,2024-01-02,21:54:44
brandweer,p 2 bmd-05 br agrarisch aflossing brandweerkazerne nijverheidstraat emmeloord 256131 255534 256134 256135,Geen beschrijving beschikbaar,2024-01-02,21:54:22
brandweer,p 2 brt-13 br buiten maarland rotterdam 179237,Buitenbrand op Maarland in Rotterdam,2024-01-02,21:54:22
brandweer,p 1 bnn-01 br woning veldakker beilen 038365 038993 038331,Woningbrand op Veldakker in Beilen,2024-01-02,21:54:14
brandweer,p 2 bzb-07 stormschade vlissingsestraat oost-souburg 194451,Stormschade op Vlissingsestraat in Oost-Souburg,2024-01-02,21:54:01
brandweer,p 2 bdh-01 stormschade duinstraat katwijk zh 161730,Geen beschrijving beschikbaar,2024-01-02,21:53:13
brandweer,p 2 bad-10 stormschade van der valk hotel amsterdam-amstel joan muyskenwe amsterdam 133531,Stormschade in Amsterdam,2024-01-02,21:53:13
brandweer,p 1 bdh-07 nacontrole neherkade 's-gravenhage 157630,Nacontrole op Neherkade in Den Haag,2024-01-02,21:52:46
brandweer,p 2 stormschade rozenlaan spijkenisse 173131,Stormschade op Rozenlaan in Spijkenisse,2024-01-02,21:52:37
brandweer,"p 2 blb-07 stormschade a76 li - kp kerensheide 2,7 s geleen 244231",Stormschade op A76 in Geleen,2024-01-02,21:52:21
brandweer,"prio 5 a12 li 11,1 zoetmr overlast persoon",Geen beschrijving beschikbaar,2024-01-02,21:52:21
brandweer,p 2 bzb-02 stormschade schotelweg middelburg 194535,Stormschade op Schotelweg in Middelburg,2024-01-02,21:52:21
brandweer,p 2 brt-07 liftopsluiting verlengde motorstraat rotterdam 173431,Assistentie bij liftopsluiting op Verlengde Motorstraat in Rotterdam,2024-01-02,21:52:10
brandweer,p 2 bad-09 stormschade keizersgracht amsterdam 133331,Geen beschrijving beschikbaar,2024-01-02,21:52:06
brandweer,p 2 bob-07 stormschade laan van voorburg parklaan vught 214231,Stormschade op Laan van Voorburg in Vught,2024-01-02,21:51:52
brandweer,p 2 brt-06 stormschade haringvlietstraat dordrecht 186531,Stormschade op Haringvlietstraat in Dordrecht,2024-01-02,21:51:29
brandweer,p 2 bdh-04 stormschade oostduinlaan ruychrocklaan 's-gravenhage 159631,Stormschade op Oostduinlaan in Den Haag,2024-01-02,21:51:26
brandweer,p 2 bad-08 stormschade hilversumstraat amsterdam 139232,Stormschade op Hilversumstraat in Amsterdam,2024-01-02,21:50:46
brandweer,p 2 bon-05 stormschade greppelland nijkerk 071131,Stormschade op Greppelland in Nijkerk,2024-01-02,21:50:05
brandweer,p 2 bnh-11 stormschade zuiderhoofdstraat weiver krommenie 118037,Stormschade op Zuiderhoofdstraat in Krommenie,2024-01-02,21:49:41
brandweer,p 2 stormschade westbroekse binnenweg tienhoven ut 091131,Stormschade op Westbroekse Binnenweg in Tienhoven,2024-01-02,21:49:35
brandweer,p 1 brt-05 br wegvervoer auto couwaelstraat rotterdam 179232,Voertuigbrand op Couwaelstraat in Rotterdam,2024-01-02,21:49:18
brandweer,p 2 bad-07 stormschade jan luijkenstraat amsterdam 139252 133231,Stormschade op Jan Luijkenstraat in Amsterdam,2024-01-02,21:48:42
brandweer,p 2 probleem scheepvaart westerdok amsterdam,Brandweer met gepaste spoed naar Westerdok in Amsterdam,2024-01-02,21:48:29
brandweer,p 2 bdh-06 stormschade bachmanstraat 's-gravenhage 159650,Stormschade op Bachmanstraat in Den Haag,2024-01-02,21:47:20
politie,3 stormschade oud-cromstrijensedijk wz klaaswaal icnum 4731,Politie naar Oud-Cromstrijensedijk WZ in Klaaswaal,2024-01-02,21:57:22
politie,4 afgevallen lading smitsweg dordrecht icnum 4767,Politie naar Smitsweg in Dordrecht,2024-01-02,21:56:40
politie,"aanrijding letsel n277 - middenpeelweg 54,9 koningslust",Politie naar N277 in Koningslust voor ongeval met letsel,2024-01-02,21:55:59
politie,3 stormschade raadhuisplein krimpen aan den ijss icnum 4748,Politie naar Raadhuisplein in Krimpen Aan Den Ijssel,2024-01-02,21:48:39
politie,"aanrijding letsel n301 - barneveldseweg,2 nijkerk 5929",Politie naar Barneveldseweg in Nijkerk voor ongeval met letsel,2024-01-02,21:47:39
brandweer,graag hefbrug waddinxveen vrij houden.,Geen beschrijving beschikbaar,2024-01-02,22:16:03
brandweer,p 1 bon-12 ass. ambu afhijsen industriestraat oldenzaal 052151,Assistentie ambulance voor afhijsen patiënt op Industriestraat in Oldenzaal,2024-01-02,22:15:24
brandweer,p 2 bon-02 stormschade ir. molsweg arnhem 073631,Geen beschrijving beschikbaar,2024-01-02,22:14:33
brandweer,p 1 bnh-05 reanimatie carel van manderstraat heemskerk 122130,Assistentie bij reanimatie op Carel van Manderstraat in Heemskerk,2024-01-02,22:14:31
brandweer,p 1 brt-03 ass. ambu voorhaven rotterdam 170631,Geen beschrijving beschikbaar,2024-01-02,22:14:08
brandweer,"prio 1 a4 re 22,5 nwwetr ass. ambu",Brandweer met spoed naar A4,2024-01-02,22:13:35
brandweer,p 2 intrekken alarm brw br container havezathe almelo,Buitenbrand (container) op Havezathe in Almelo,2024-01-02,22:13:18
brandweer,p 2 brt-01 stormschade ovd-bz rozenlaan spijkenisse,Stormschade op Rozenlaan in Spijkenisse,2024-01-02,22:12:33
brandweer,p 2 bon-12 br container havezathe almelo 053631,Buitenbrand (container) op Havezathe in Almelo,2024-01-02,22:12:03
brandweer,p 2 bon-10 stormschade n325 re - pleijweg arnhem 073731,Geen beschrijving beschikbaar,2024-01-02,22:10:43
brandweer,p 2 bnh-11 stormschade dr. h.g. scholtenstraat zaandam 118034,Stormschade op Dr. H.G. Scholtenstraat in Zaandam,2024-01-02,22:10:39
brandweer,p 2 bon-11 br container havezathe almelo 053131,Buitenbrand (container) op Havezathe in Almelo,2024-01-02,22:10:37
brandweer,p 1 bon-08 br wegvervoer auto jasmijnstraat vaassen 062431,Voertuigbrand op Jasmijnstraat in Vaassen,2024-01-02,22:10:29
brandweer,p 2 bdh-05 stormschade corbulokade voorburg 155630,Geen beschrijving beschikbaar,2024-01-02,22:10:16
brandweer,"p 1 bnh-04 stormschade a9 li 60,7 uitgeest 122030",Stormschade op A9 in Uitgeest,2024-01-02,22:10:01
brandweer,p 2 bdh-19 stormschade octavialaan leiden 164252,Stormschade op Octavialaan in Leiden,2024-01-02,22:09:22
brandweer,p 2 bon-07 stormschade esserbroekweg otterlo 072231,Stormschade op Esserbroekweg in Otterlo,2024-01-02,22:09:22
brandweer,p 2 stormschade kleine kreek amersfoort 090231,Stormschade op Kleine Kreek in Amersfoort,2024-01-02,22:09:14
brandweer,p 2 bnh-10 stormschade dennenlaan egmond aan zee 104242,Stormschade op Dennenlaan in Egmond Aan Zee,2024-01-02,22:09:07
brandweer,p 1 bzb-08 br woning schoorsteen zaart breda 203132 203151,Woningbrand op Zaart in Breda,2024-01-02,22:08:50
brandweer,p 2 bob-05 stormschade roc engelse tuin waalre 224741,Stormschade op Engelse Tuin in Waalre,2024-01-02,22:08:29
brandweer,p 2 bdh-19 stormschade octavialaan leiden 164130,Stormschade op Octavialaan in Leiden,2024-01-02,22:08:14
brandweer,p 2 brt-07 oms brandmelding vlaamsch broodhuys schiedamsedijk vlaardingen 179231,Automatisch brandalarm op Schiedamsedijk in Vlaardingen,2024-01-02,22:07:00
brandweer,p 2 brt-14 dienstverlening industrieweg rotterdam 170431,Brandweer met gepaste spoed naar Industrieweg in Rotterdam,2024-01-02,22:05:53
brandweer,p 2 brt-01 herbezet./kazerneren kazerne spijkenisse spijkenisse sk31,Brandweer met gepaste spoed naar Spijkenisse,2024-01-02,22:05:52
brandweer,p 1 intrekken alarm brw oms brandmelding liante lycklama stins deken mulderstraat wolvega,Automatisch brandalarm op Deken Mulderstraat in Wolvega,2024-01-02,22:05:22
brandweer,p 2 bnh-12 stormschade voetbalvereniging spaarnwoude ringweg spaarndam 123230,Geen beschrijving beschikbaar,2024-01-02,22:05:13
brandweer,p 2 bon-06 stormschade eendenparkweg ermelo 061131,Stormschade op Eendenparkweg in Ermelo,2024-01-02,22:04:35
brandweer,p 2 stormschade hooghei berlicum 210431,Stormschade op Hooghei in Berlicum,2024-01-02,22:04:25
brandweer,p 2 bnh-03 nacontrole vue bioscoop geulenstraat purmerend 115031,Nacontrole op Geulenstraat in Purmerend,2024-01-02,22:03:44
brandweer,p 1 bnn-03 oms brandmelding liante lycklama stins deken mulderstraat wolvega 026732,Automatisch brandalarm op Deken Mulderstraat in Wolvega,2024-01-02,22:02:33
brandweer,gaarne contact mkb ivm stormschade dunantsingel gouda,Brandweer naar Dunantsingel in Gouda voor Stormschade,2024-01-02,22:02:29
brandweer,p 2 bnh-12 stormschade noorderwijkweg beverwijk 121537,Stormschade op Noorderwijkweg in Beverwijk,2024-01-02,22:01:54
brandweer,"p 2 stormschade n233 - cuneraweg,0 rhenen 093231",Stormschade op Cuneraweg in Rhenen,2024-01-02,22:01:54
brandweer,p 1 bob-03 reanimatie bergstraat someren 224281,Assistentie bij reanimatie op Bergstraat in Someren,2024-01-02,22:01:05
brandweer,p 2 stormschade lyceumlaan zeist 098252,Stormschade op Lyceumlaan in Zeist,2024-01-02,22:00:42
brandweer,p 2 bdh-09 stormschade kersengaarde voorburg 159633,Stormschade op Kersengaarde in Voorburg,2024-01-02,22:00:27
brandweer,p 2 bad-06 stormschade p. hans frankfurthersingel amsterdam 132471,Stormschade op P. Hans Frankfurthersingel in Amsterdam,2024-01-02,22:00:10
brandweer,p 2 bnh-02 oms brandmelding vz groep bv ijweg nieuw-vennep 124330,Automatisch brandalarm op IJweg in Nieuw-Vennep,2024-01-02,22:00:00
brandweer,p 2 bdh-01 stormschade duinstraat katwijk zh 161752,Stormschade op Duinstraat in Katwijk,2024-01-02,22:00:00
brandweer,p 2 bon-05 stormschade greppelland nijkerk 071151,Stormschade op Greppelland in Nijkerk,2024-01-02,21:58:31
brandweer,p 2 bon-04 stormschade tonissenlaan ugchelen 062741,Stormschade op Tonissenlaan in Ugchelen,2024-01-02,21:58:07
brandweer,p 2 bdh-04 stormschade oostduinlaan ruychrocklaan 's-gravenhage 155170,Stormschade op Oostduinlaan in Den Haag,2024-01-02,21:57:58
politie,3 stormschade rozenlaan spijkenisse icnum 4758,Politie naar Rozenlaan in Spijkenisse,2024-01-02,22:04:59
trauma,a1 13991 dagpauwoog den dolder 678 regio 09,Traumaheli naar Dagpauwoog in Den Dolder,2024-01-02,22:04:50
trauma,a1 ambu 08903 reanimatie someren rit 2243,Traumaheli naar Someren voor reanimatie,2024-01-02,22:01:31
brandweer,p 2 hoogwateralarm mcc prins bisschopsingel maastricht,Geen beschrijving beschikbaar,2024-01-02,22:25:03
brandweer,p 2 bdh-12 stormschade hebriden zoetermeer 155230,Stormschade op Hebriden in Zoetermeer,2024-01-02,22:25:03
brandweer,p 2 bon-16 stormschade coevorderweg-noord slagharen 042338,Stormschade op Coevorderweg-Noord in Slagharen,2024-01-02,22:24:52
brandweer,p 2 bdh-10 stormschade weeresteinstraat hillegom 161030,Stormschade op Weeresteinstraat in Hillegom,2024-01-02,22:24:48
brandweer,p 1 bon-15 oms gev. stof ben en jerry's hellendoorn reggeweg hellendoorn 055341,Automatisch brandalarm op Reggeweg in Hellendoorn,2024-01-02,22:24:03
brandweer,p 2 bzb-01 stormschade bossestraat vogelwaarde 196733,Stormschade op Bossestraat in Vogelwaarde,2024-01-02,22:23:50
brandweer,p 2 dienstverlening wouwenkoplaan ijmuiden 122540 122502,Brandweer met gepaste spoed naar Wouwenkoplaan in Ijmuiden,2024-01-02,22:23:25
brandweer,p 2 bon-14 stormschade duistervoordseweg grote barteldweg twello 063631,Stormschade op Duistervoordseweg in Twello,2024-01-02,22:23:16
brandweer,p 2 bon-13 stormschade piepersveldweg lijsterbes borne 059333,Stormschade op Piepersveldweg in Borne,2024-01-02,22:23:13
brandweer,p 2 bdh-08 br container ondergronds gemeentehaven warmond 161330,Buitenbrand (container) op Gemeentehaven in Warmond,2024-01-02,22:23:11
brandweer,p 2 bon-02 stormschade n759 - nieuwe weg genemuiden 041832,Stormschade op Nieuwe Weg in Genemuiden,2024-01-02,22:22:27
brandweer,p 2 bob-04 stormschade zwartakkers bladel 221541,Stormschade op Zwartakkers in Bladel,2024-01-02,22:22:24
brandweer,"p 1 bnh-04 stormschade a9 li 61,0 uitgeest 122150",Stormschade op A9 in Uitgeest,2024-01-02,22:22:10
brandweer,p 2 bdh-06 ass. ambu afhijsen langebrug leiden 164152 161630,Assistentie ambulance voor afhijsen patiënt op Langebrug in Leiden,2024-01-02,22:21:57
brandweer,p 2 brt-05 stormschade m.a. de ruijterstraat spijkenisse 173132,Stormschade op M.A. de Ruijterstraat in Spijkenisse,2024-01-02,22:21:56
brandweer,p 2 bnh-10 stormschade westerweg alkmaar 104131,Stormschade op Westerweg in Alkmaar,2024-01-02,22:21:22
brandweer,p 2 stormschade irisstraat nieuwegein 092831,Stormschade op Irisstraat in Nieuwegein,2024-01-02,22:21:20
brandweer,"prio 4 a12 re 22,;`xevhzh stormschade",Brandweer naar A12 voor Stormschade,2024-01-02,22:19:16
brandweer,"prio 4 a12 re 22,3 zevhzh stormschade",Brandweer naar A12 voor Stormschade,2024-01-02,22:19:16
brandweer,p 2 bad-01 stormschade m.nijhoffstraat weesp 134531,Stormschade op M.Nijhoffstraat in Weesp,2024-01-02,22:19:01
brandweer,p 2 bzb-10 co-melder brandseweg etten-leur 203093 203431,Brandweer met gepaste spoed naar Brandseweg in Etten-Leur,2024-01-02,22:17:05
brandweer,p 2 bdh-03 stormschade sportpad waddinxveen 163830,Stormschade op Sportpad in Waddinxveen,2024-01-02,22:16:05
politie,"aanrijding letsel a30 re 23,8 barneveld 6010",Politie naar A30 in Barneveld voor ongeval met letsel,2024-01-02,22:22:14
politie,aanrijding letsel party en racketcentrum ramele hammerweg raalte 5996,Politie naar Hammerweg in Raalte voor ongeval met letsel,2024-01-02,22:17:32
brandweer,p 2 brt-06 stormschade berlagestraat rotterdam 171131,Stormschade op Berlagestraat in Rotterdam,2024-01-02,22:35:56
brandweer,p 2 bob-09 dienstverlening kerkstraat gemert 222841,Geen beschrijving beschikbaar,2024-01-02,22:35:00
brandweer,p 2 bob-07 brand wilgenhof vzh schalmstraat eindhoven 222351,Brandweer met gepaste spoed naar Schalmstraat in Eindhoven,2024-01-02,22:35:00
brandweer,p 1 bob-07 br gezondheidszorg wilgenxcf vzh schalmstraat eindhoven 225191 222332 222331,Brandmelding op Schalmstraat in Eindhoven,2024-01-02,22:35:00
brandweer,p 2 bon-101 stormschade twekkelerweg boortorenweg hengelo 051131,Stormschade op Twekkelerweg in Hengelo,2024-01-02,22:34:52
brandweer,p 2 bon-01 br gerucht nina simonestraat nijmegen 082131,Geen beschrijving beschikbaar,2024-01-02,22:34:35
brandweer,p 2 bdh-03 stormschade vroon barona automotive hoogeveenenweg nieuwerkerk ad ijssel 163731,Stormschade in Nieuwerkerk,2024-01-02,22:33:37
brandweer,p 2 bdh-11 stormschade overtoom delft 155530,Stormschade in Delft,2024-01-02,22:32:55
brandweer,p 2 brt-08 stormschade vlijweg dordrecht 186531,Stormschade op Vlijweg in Dordrecht,2024-01-02,22:32:25
brandweer,p 2 bad-02 stormschade julianaplantsoen diemen 134231,Stormschade op Julianaplantsoen in Diemen,2024-01-02,22:32:18
brandweer,p 1 bob-07 br gezondheidszorg wilgenhof vzh schalmstraat eindhoven 225191 222332 222331,Brandmelding op Schalmstraat in Eindhoven,2024-01-02,22:30:59
brandweer,"prio 4 a4 re 37,8 leiddm wegverkeer afgevallen lading",Brandweer naar A4 in Leidschendam,2024-01-02,22:30:29
brandweer,p 2 brt-07 stormschade marsmanstraat ridderkerk 173831,Stormschade op Marsmanstraat in Ridderkerk,2024-01-02,22:30:11
brandweer,p 2 bnh-07 stormschade gedempte where hoornselaan purmerend 115031,Stormschade op Gedempte Where in Purmerend,2024-01-02,22:30:07
brandweer,p 2 bnh-02 stormschade puttersbos hoofddorp 124230,Stormschade op Puttersbos in Hoofddorp,2024-01-02,22:29:27
brandweer,"p 2 bdh-20 stormschade n207 - zegerbaan 37,6 alphen aan den rijn 162233",Stormschade op N207 in Alphen Aan Den Rijn,2024-01-02,22:27:48
brandweer,p 2 storq#hade laan van duuren kockengen 093731,Brandweer met gepaste spoed naar Kockengen,2024-01-02,22:27:44
